Exhibit,Place,ExhibitType,Iscrowded,AttractsQueue,Queued,TourGroup,Alone,Adult,Teenager,Child,Family,NumberOfPeople,Sex,Age,Discussion,Teaching,PhotoTaking,HeadphoneGuide,GuidedTour,ExhibitLength,TimeAtExhibit,Engagement,RelevanceToContents,QualityOfExhibit
i2D.Shanghai.InfoContents,Shangai,i2D,0,0,0,0,1,1,0,0,0,1,1,64,0,0,0,0,0,0.5,0.5,0,5,2
i2D.Shanghai.InfoContents,Shangai,i2D,0,0,0,0,1,1,0,0,0,1,1,54,0,0,0,0,0,0.5,5,2,5,2
i2D.Shanghai.InfoContents,Shangai,i2D,0,0,0,0,0,1,0,0,1,2,1,44,0,0,0,0,0,0.5,4,0,5,2
i2D.Shanghai.InfoContents,Shangai,i2D,0,0,0,0,1,1,0,0,0,1,0,24,0,0,0,0,0,0.5,4,0,5,2
i2D.Shanghai.InfoContents,Shangai,i2D,0,0,0,0,1,1,0,0,0,1,0,54,0,0,0,0,0,0.5,10,4,5,2
i2D.Shanghai.InfoContents,Shangai,i2D,0,0,0,0,1,1,0,0,0,1,0,54,0,0,0,0,0,0.5,1,0,5,2
i2D.Shanghai.InfoContents,Shangai,i2D,0,0,0,0,0,1,0,0,1,2,0,74,0,0,0,0,0,0.5,0.5,0,5,2
i2D.Shanghai.InfoContents,Shangai,i2D,0,0,0,0,1,0,1,0,0,1,1,17,0,0,0,0,0,0.5,10,5,5,2
i2D.Shanghai.InfoContents,Shangai,i2D,0,0,0,0,0,1,0,0,0,3,0,54,0,0,0,0,0,0.5,2,2,5,2
i2D.Shanghai.InfoContents,Shangai,i2D,0,0,0,0,0,1,0,0,0,2,0,24,0,0,0,0,0,0.5,1,1,5,2
i2D.Shanghai.InfoContents,Shangai,i2D,0,0,0,0,1,1,0,0,0,1,1,24,0,0,0,0,0,0.5,0.5,0,5,2
i2D.Shanghai.InfoContents,Shangai,i2D,0,0,0,0,1,1,0,0,0,1,1,34,0,0,0,0,0,0.5,0.5,1,5,2
i2D.Shanghai.InfoContents,Shangai,i2D,0,0,0,0,1,1,0,0,0,1,0,44,0,0,0,0,0,0.5,4,1,5,2
i2D.Shanghai.InfoContents,Shangai,i2D,0,0,0,0,1,1,0,0,0,1,1,34,0,0,0,0,0,0.5,0.5,1,5,2
i2D.Shanghai.InfoContents,Shangai,i2D,0,0,0,0,1,1,0,0,0,1,0,54,0,0,0,0,0,0.5,0.5,0,5,2
i2D.Shanghai.InfoContents,Shangai,i2D,0,0,0,0,0,1,0,0,0,2,0,24,0,0,0,0,0,0.5,2,2,5,2
i2D.Shanghai.InfoContents,Shangai,i2D,0,0,0,0,1,1,0,0,0,1,0,24,0,0,0,0,0,0.5,0.5,0,5,2
i2D.Shanghai.InfoContents,Shangai,i2D,0,0,0,0,1,1,0,0,0,1,1,54,0,0,0,0,0,0.5,2,2,5,2
i2D.Shanghai.InfoContents,Shangai,i2D,0,0,0,0,0,1,0,0,1,4,1,54,0,0,0,0,0,0.5,0.5,0,5,2
i2D.Shanghai.InfoContents,Shangai,i2D,0,0,0,0,1,1,0,0,0,1,1,24,0,0,0,0,0,0.5,10,4,5,2
i2D.Shanghai.InfoContents,Shangai,i2D,0,0,0,0,0,1,0,0,1,2,1,54,0,0,0,0,0,0.5,0.5,0,5,2
i2D.Shanghai.InfoContents,Shangai,i2D,0,0,0,0,0,1,0,0,1,2,1,34,0,0,0,0,0,0.5,2,2,5,2
i2D.Shanghai.InfoContents,Shangai,i2D,0,0,0,0,0,1,0,1,1,2,0,44,0,0,0,0,0,0.5,1,1,5,2
i2D.Shanghai.InfoContents,Shangai,i2D,0,0,0,0,0,1,0,0,0,1,0,44,0,0,0,0,0,0.5,0.5,0,5,2
i2D.Shanghai.InfoContents,Shangai,i2D,0,0,0,0,1,0,0,1,0,1,0,12,0,0,0,0,0,0.5,20,5,5,2
i2D.Shanghai.InfoContents,Shangai,i2D,0,0,0,0,1,1,0,0,0,1,1,34,0,0,0,0,0,0.5,4,4,5,2
i2D.Shanghai.InfoContents,Shangai,i2D,0,0,0,0,0,1,0,0,0,2,1,34,0,0,0,0,0,0.5,1,2,5,2
i2D.Shanghai.InfoContents,Shangai,i2D,0,0,0,0,1,1,0,0,0,1,0,54,0,0,0,0,0,0.5,0.5,0,5,2
i2D.Shanghai.InfoContents,Shangai,i2D,0,0,0,0,0,1,0,0,1,2,1,64,0,0,0,0,0,0.5,3,3,5,2
i2D.Shanghai.InfoContents,Shangai,i2D,0,0,0,0,0,1,0,0,0,2,0,54,0,0,0,0,0,0.5,2,1,5,2
i2D.Shanghai.Kiosk,Shanghai,i2D,0,0,0,0,1,1,0,0,0,1,0,34,0,0,1,0,0,10,2,2,5,2
i2D.Shanghai.Kiosk,Shanghai,i2D,0,0,0,0,1,1,0,0,0,1,1,54,0,0,1,0,0,10,1,1,5,2
i2D.Shanghai.Kiosk,Shanghai,i2D,0,0,0,0,1,1,0,0,0,1,0,44,0,0,0,0,0,10,1,1,5,2
i2D.Shanghai.Kiosk,Shanghai,i2D,0,0,0,0,1,1,0,0,0,1,1,34,0,0,0,0,0,10,1,1,5,2
i2D.Shanghai.Kiosk,Shanghai,i2D,0,0,0,0,1,1,0,0,0,1,0,44,0,0,0,0,0,10,10,3,5,2
i2D.Shanghai.Kiosk,Shanghai,i2D,0,0,0,0,0,1,0,0,0,2,0,24,0,0,0,0,0,10,1,1,5,2
i2D.Shanghai.Kiosk,Shanghai,i2D,0,0,0,0,1,1,0,0,0,1,1,54,0,0,0,0,0,10,0.5,1,5,2
i2D.Shanghai.Kiosk,Shanghai,i2D,0,0,0,0,1,1,0,0,0,1,1,64,0,0,0,0,0,10,2,3,5,2
i2D.Shanghai.Kiosk,Shanghai,i2D,0,0,0,0,1,0,0,1,0,1,1,12,0,0,0,0,0,10,1,1,5,2
i2D.Shanghai.Kiosk,Shanghai,i2D,1,1,0,1,0,0,0,1,0,2,1,12,1,0,0,0,0,10,5,3,5,2
i2D.Shanghai.Kiosk,Shanghai,i2D,0,0,1,0,0,1,0,0,0,2,1,34,0,0,0,0,0,10,0.5,1,5,2
i2D.Shanghai.Kiosk,Shanghai,i2D,0,0,0,0,0,1,0,0,0,2,1,34,1,0,1,0,0,10,2,1,5,2
i2D.Shanghai.Kiosk,Shanghai,i2D,0,0,0,0,0,1,0,1,1,2,0,12,1,1,0,0,0,10,3,3,5,2
i2D.Shanghai.Kiosk,Shanghai,i2D,0,0,0,0,0,1,0,0,0,3,1,24,0,0,0,0,0,10,3,2,5,2
i2D.Shanghai.Kiosk,Shanghai,i2D,0,0,0,1,1,0,0,1,0,1,1,12,1,0,0,0,0,10,4,3,5,2
i2D.Shanghai.Kiosk,Shanghai,i2D,1,1,0,1,0,0,0,1,0,6,1,12,1,0,0,0,0,10,2,2,5,2
i2D.Shanghai.Kiosk,Shanghai,i2D,0,1,0,1,1,0,0,1,0,2,1,12,1,0,0,0,1,10,4,2,5,2
i2D.Shanghai.Kiosk,Shanghai,i2D,0,0,0,0,0,1,0,1,1,2,0,12,1,1,0,0,0,10,3,2,5,2
i2D.Shanghai.Kiosk,Shanghai,i2D,0,0,0,0,0,0,0,1,0,2,0,12,1,0,0,0,0,10,2,2,5,2
i2D.Shanghai.Kiosk,Shanghai,i2D,0,0,0,0,1,1,0,0,0,1,1,64,0,0,0,0,0,10,2,1,5,2
i2D.Shanghai.Kiosk,Shanghai,i2D,0,0,0,0,1,1,0,0,0,1,1,54,0,0,0,0,0,10,1,1,5,2
i2D.Shanghai.Kiosk,Shanghai,i2D,0,0,0,0,0,1,0,0,0,2,0,24,0,0,1,0,0,10,2,1,5,2
i2D.Shanghai.Kiosk,Shanghai,i2D,0,0,0,0,0,1,0,0,0,2,1,34,0,0,0,0,0,10,2,1,5,2
i2D.Shanghai.Kiosk,Shanghai,i2D,0,0,0,0,0,1,0,0,0,2,1,17,0,0,0,0,0,10,1,1,5,2
i2D.Shanghai.Kiosk,Shanghai,i2D,0,0,0,0,0,1,0,1,1,2,1,12,0,0,0,0,0,10,2,1,5,2
i2D.Shanghai.Kiosk,Shanghai,i2D,0,0,0,0,0,1,0,1,1,2,1,44,1,1,0,0,0,10,3,2,5,2
i2D.Shanghai.Kiosk,Shanghai,i2D,0,0,0,0,0,1,0,0,0,2,0,54,0,0,0,0,0,10,2,0,5,2
i2D.Shanghai.Kiosk,Shanghai,i2D,0,0,0,0,0,1,0,1,1,3,1,12,1,0,0,0,0,10,2,2,5,2
i2D.Shanghai.Kiosk,Shanghai,i2D,0,0,0,0,0,1,0,1,1,3,1,12,0,0,0,0,0,10,1,1,5,2
i2D.Shanghai.Kiosk,Shanghai,i2D,0,0,0,0,0,1,0,1,1,3,1,64,1,1,0,0,0,10,3,3,5,2
i2D.Shenzhen.Guide,Shenzhen,i2D,0,0,0,0,0,1,0,1,1,2,1,34,1,1,1,0,0,20,10,4,3,2
i2D.Shenzhen.Guide,Shenzhen,i2D,0,0,0,0,1,0,0,1,0,1,1,12,0,0,0,0,0,20,4,3,3,2
i2D.Shenzhen.Guide,Shenzhen,i2D,0,0,0,0,0,1,0,1,1,3,1,34,0,0,0,0,0,20,4,1,3,4
i2D.Shenzhen.Guide,Shenzhen,i2D,0,0,0,0,0,0,0,1,0,4,0,12,0,0,0,0,0,20,40,4,3,4
i2D.Shenzhen.Guide,Shenzhen,i2D,0,0,0,0,0,1,0,0,0,3,1,24,0,0,0,0,0,20,10,2,3,4
i2D.Shenzhen.Guide,Shenzhen,i2D,0,0,0,0,1,0,0,1,0,1,0,12,0,0,1,0,0,20,10,2,3,4
i2D.Shenzhen.Guide,Shenzhen,i2D,0,0,0,0,1,1,0,0,0,1,0,34,0,0,0,0,0,20,20,3,3,4
i2D.Shenzhen.Guide,Shenzhen,i2D,0,0,0,0,1,1,0,0,0,1,1,34,0,0,0,0,0,20,20,2,3,4
i2D.Shenzhen.Guide,Shenzhen,i2D,0,0,0,0,0,1,0,0,0,2,1,24,1,0,0,0,0,20,2,2,3,4
i2D.Shenzhen.Guide,Shenzhen,i2D,0,0,0,0,0,1,0,0,0,2,1,12,1,0,0,0,0,20,20,2,3,4
i2D.Shenzhen.Guide,Shenzhen,i2D,0,0,0,0,0,1,0,1,1,3,0,12,1,0,0,0,0,20,2,1,3,4
i2D.Shenzhen.Guide,Shenzhen,i2D,0,0,0,0,1,1,0,0,0,1,1,34,0,0,0,0,0,20,20,1,3,4
i2D.Shenzhen.Guide,Shenzhen,i2D,0,0,0,0,0,1,0,1,1,2,1,12,1,0,0,0,0,20,10,3,3,4
i2D.Shenzhen.Guide,Shenzhen,i2D,0,0,0,0,1,1,0,0,0,1,1,34,1,0,0,0,0,20,60,4,3,4
i2D.Shenzhen.Guide,Shenzhen,i2D,0,0,0,0,0,1,0,1,1,4,0,12,0,0,0,0,0,20,0.5,0,3,4
i2D.Shenzhen.Guide,Shenzhen,i2D,0,0,0,0,0,1,0,1,0,2,1,12,1,0,0,0,0,20,10,3,3,4
i2D.Shenzhen.Guide,Shenzhen,i2D,0,0,0,0,0,1,0,1,1,3,1,12,1,1,1,0,0,20,10,3,3,4
i2D.Shenzhen.Guide,Shenzhen,i2D,0,0,0,0,0,0,0,1,1,4,1,12,1,0,0,0,0,20,3,2,3,4
i2D.Shenzhen.Guide,Shenzhen,i2D,0,0,0,0,0,1,0,0,0,2,0,12,0,0,0,0,0,20,10,3,3,4
i2D.Shenzhen.Guide,Shenzhen,i2D,0,0,0,0,0,1,0,1,1,3,0,12,0,0,0,0,0,20,10,3,3,4
i2D.Shenzhen.Guide,Shenzhen,i2D,0,0,0,0,0,1,0,0,0,2,1,34,1,0,0,0,0,20,1,1,3,4
i2D.Shenzhen.Guide,Shenzhen,i2D,0,0,0,0,0,1,0,0,0,2,1,24,0,0,0,0,0,20,20,0,3,4
i2D.Shenzhen.Guide,Shenzhen,i2D,0,0,0,0,0,1,0,1,1,2,1,34,1,0,0,0,0,20,1,1,3,4
i2D.Shenzhen.Guide,Shenzhen,i2D,0,0,0,0,0,1,0,1,1,3,1,12,0,0,0,0,0,20,1,0,3,2
i2D.Shenzhen.Guide,Shenzhen,i2D,0,0,0,0,0,0,0,1,0,6,1,12,0,0,0,0,0,20,0.5,0,3,4
i2D.Shenzhen.Guide,Shenzhen,i2D,0,0,0,0,1,1,0,0,0,1,1,44,0,0,0,0,0,20,0.5,0,4,4
i2D.Shenzhen.ExhibitionIntro,Shenzhen,i2D,0,0,0,0,1,0,0,1,0,1,1,12,0,0,0,0,0,20,1,1,4,3
i2D.Shenzhen.ExhibitionIntro,Shenzhen,i2D,0,0,0,0,0,1,0,1,1,2,1,12,1,0,0,0,0,10,1,2,4,3
i2D.Shenzhen.ExhibitionIntro,Shenzhen,i2D,0,0,0,0,0,1,0,1,1,2,1,34,1,0,0,0,0,2,1,1,4,3
i2D.Shenzhen.ExhibitionIntro,Shenzhen,i2D,0,0,0,0,0,1,0,1,1,2,1,34,0,0,0,0,0,2,1,1,4,3
i2D.Shenzhen.ExhibitionIntro,Shenzhen,i2D,0,0,0,0,1,1,0,0,0,1,1,44,0,0,0,0,0,2,1,1,4,3
i2D.Shenzhen.ExhibitionIntro,Shenzhen,i2D,0,0,0,0,1,1,0,0,0,1,1,34,0,0,0,0,0,2,3,3,4,3
i2D.Shenzhen.ExhibitionIntro,Shenzhen,i2D,0,0,0,0,0,1,0,0,0,2,0,24,0,0,0,0,0,2,1,1,4,3
i2D.Shenzhen.ExhibitionIntro,Shenzhen,i2D,0,0,0,0,0,1,0,0,0,2,1,34,0,0,0,0,0,2,1,1,4,3
i2D.Shenzhen.ExhibitionIntro,Shenzhen,i2D,0,0,0,0,0,1,0,1,1,2,0,34,0,0,0,0,0,2,0.5,1,4,3
i2D.Shenzhen.ExhibitionIntro,Shenzhen,i2D,0,0,0,0,1,1,0,0,0,1,0,34,0,0,0,0,0,2,1,1,4,3
i2D.Shenzhen.ExhibitionIntro,Shenzhen,i2D,0,0,0,0,0,1,0,0,0,1,0,34,0,0,0,0,0,2,2,3,4,3
i2D.Shenzhen.ExhibitionIntro,Shenzhen,i2D,0,0,0,0,0,1,0,1,1,3,1,34,0,0,0,0,0,2,1,2,4,3
i2D.Shenzhen.ExhibitionIntro,Shenzhen,i2D,0,0,0,0,0,1,0,1,1,2,1,12,0,0,0,0,0,2,2,0,4,3
i2D.Shenzhen.ExhibitionIntro,Shenzhen,i2D,0,0,0,0,0,1,0,1,1,2,0,34,1,0,0,0,0,2,2,2,4,3
i2D.Shenzhen.ExhibitionIntro,Shenzhen,i2D,0,0,0,0,1,1,0,0,0,1,0,34,0,0,0,0,0,2,0.5,3,4,3
Projection.Suzhou.Wall,Suzhou,Projection,0,0,0,0,1,1,0,0,0,1,1,24,0,0,0,0,0,5,2,1,4,3
Projection.Suzhou.Wall,Suzhou,Projection,0,0,0,0,0,1,0,0,0,3,0,34,1,0,0,0,0,5,2,2,4,3
Projection.Suzhou.Wall,Suzhou,Projection,0,0,0,0,0,1,0,0,0,2,1,24,0,0,0,1,0,5,2,1,4,3
Projection.Suzhou.Wall,Suzhou,Projection,0,0,0,0,0,1,0,0,0,2,1,34,0,0,0,0,0,5,1,1,4,3
Projection.Suzhou.Wall,Suzhou,Projection,0,0,0,0,0,1,0,0,0,2,0,24,1,0,0,0,0,5,1,1,4,3
Projection.Suzhou.Wall,Suzhou,Projection,0,0,0,0,0,1,0,0,1,2,1,54,0,0,1,0,0,5,5,1,4,3
Projection.Suzhou.Wall,Suzhou,Projection,0,0,0,0,1,1,0,0,0,1,0,24,0,0,1,0,0,5,2,2,4,3
Projection.Suzhou.Wall,Suzhou,Projection,0,0,0,0,0,1,0,0,1,2,0,74,1,1,1,0,0,5,2,2,4,3
Projection.Suzhou.Wall,Suzhou,Projection,0,0,0,0,0,1,0,0,0,5,1,24,1,0,0,0,0,5,1,1,4,3
Projection.Suzhou.Wall,Suzhou,Projection,0,0,0,0,1,1,0,0,0,1,1,34,0,0,0,0,0,5,1,1,4,3
Projection.Suzhou.Wall,Suzhou,Projection,0,0,0,0,0,1,0,0,1,2,1,75-90,0,0,0,0,0,5,2,2,4,3
Projection.Suzhou.Wall,Suzhou,Projection,0,0,0,0,0,1,0,0,0,2,1,24,1,0,0,0,0,5,2,2,4,3
Projection.Suzhou.Wall,Suzhou,Projection,0,0,0,0,0,1,0,0,0,2,0,24,1,0,0,0,0,5,2,2,4,3
Projection.Suzhou.Wall,Suzhou,Projection,0,0,0,0,1,1,0,0,0,1,1,34,0,0,0,0,0,5,1,1,4,3
Projection.Suzhou.Wall,Suzhou,Projection,0,0,0,0,1,1,0,0,0,1,1,34,0,0,0,0,0,5,3,1,4,3
Projection.Suzhou.Wall,Suzhou,Projection,0,0,0,0,1,1,0,0,0,1,1,24,0,0,0,0,0,5,4,1,4,3
Projection.Suzhou.Wall,Suzhou,Projection,0,0,0,0,0,1,0,0,0,2,0,24,1,0,0,0,0,5,2,2,4,3
Projection.Suzhou.Wall,Suzhou,Projection,0,0,0,0,0,1,0,1,1,3,0,44,1,0,0,0,0,5,2,2,4,3
Projection.Suzhou.Wall,Suzhou,Projection,0,0,0,0,0,1,0,0,0,2,1,24,0,0,0,0,0,5,2,2,4,3
Projection.Suzhou.Wall,Suzhou,Projection,0,0,0,0,0,1,0,0,0,2,0,24,0,0,0,0,0,5,1,1,4,3
Projection.Suzhou.Wall,Suzhou,Projection,0,0,0,0,1,1,0,0,0,1,0,34,0,0,0,0,0,5,1,1,4,3
Projection.Suzhou.Wall,Suzhou,Projection,0,0,0,0,0,1,0,1,1,2,1,12,0,0,0,0,0,5,3,3,4,3
Projection.Suzhou.Wall,Suzhou,Projection,0,0,0,0,0,1,0,0,1,2,1,44,0,0,0,0,0,5,5,4,4,3
Projection.Suzhou.Wall,Suzhou,Projection,0,0,0,0,0,1,0,1,1,2,0,34,0,0,0,0,0,5,1,1,4,3
Projection.Suzhou.Wall,Suzhou,Projection,0,0,0,0,0,1,0,0,0,2,0,24,0,0,0,0,0,5,1,1,4,3
Projection.Suzhou.Wall,Suzhou,Projection,0,0,0,0,0,1,0,1,1,3,1,12,0,0,0,0,0,5,1,1,4,3
Projection.Suzhou.Wall,Suzhou,Projection,0,0,0,0,0,1,0,0,0,2,0,34,0,0,0,0,0,5,2,2,4,3
Projection.Suzhou.Wall,Suzhou,Projection,0,0,0,0,1,1,0,0,0,1,0,24,0,0,0,0,0,5,2,2,4,3
Projection.Suzhou.Wall,Suzhou,Projection,0,0,0,0,1,1,0,0,0,2,0,24,0,0,0,0,0,5,4,3,4,3
Projection.Suzhou.Wall,Suzhou,Projection,0,0,0,0,0,1,0,0,0,2,0,24,0,0,1,0,0,5,1,1,4,3
Projection.Suzhou.Wall,Suzhou,Projection,0,0,0,0,0,1,0,0,0,3,1,24,0,0,1,0,0,5,3,1,4,3
Projection.Suzhou.LotusBowl,Suzhou,Projection,0,0,0,0,1,1,0,0,0,1,0,44,0,0,0,1,0,20,2,3,5,3
Projection.Suzhou.LotusBowl,Suzhou,Projection,1,0,0,0,0,1,0,0,0,2,0,24,0,0,0,0,0,20,0.5,0,5,3
Projection.Suzhou.LotusBowl,Suzhou,Projection,1,0,0,0,0,1,0,0,0,2,1,24,1,0,0,0,0,20,1,3,5,3
Projection.Suzhou.LotusBowl,Suzhou,Projection,0,0,0,0,0,1,0,0,0,3,0,24,1,0,1,0,0,20,2,4,5,3
Projection.Suzhou.LotusBowl,Suzhou,Projection,1,0,0,0,1,1,0,0,0,1,0,24,0,0,0,0,0,20,0.5,0,5,3
Projection.Suzhou.LotusBowl,Suzhou,Projection,1,0,0,0,1,1,0,0,0,1,0,64,0,0,1,0,0,20,0.5,1,5,3
Projection.Suzhou.LotusBowl,Suzhou,Projection,1,0,0,0,0,1,0,0,0,2,1,34,1,0,0,0,0,20,2,4,5,3
Projection.Suzhou.LotusBowl,Suzhou,Projection,1,0,0,0,0,1,0,0,0,2,1,24,1,0,0,0,0,20,1,3,5,3
Projection.Suzhou.LotusBowl,Suzhou,Projection,0,0,0,0,1,1,0,0,0,1,1,34,0,0,0,1,0,20,2,3,5,3
Projection.Suzhou.LotusBowl,Suzhou,Projection,0,0,0,0,1,1,0,0,0,1,1,64,0,0,0,0,0,20,2,3,5,3
Projection.Suzhou.LotusBowl,Suzhou,Projection,0,0,0,0,1,1,0,0,0,1,1,34,0,0,0,0,0,20,1,1,5,3
Projection.Suzhou.LotusBowl,Suzhou,Projection,0,0,0,0,0,1,0,0,0,2,0,24,1,0,0,0,0,20,0.5,2,5,3
Projection.Suzhou.LotusBowl,Suzhou,Projection,0,0,0,0,0,1,0,0,1,3,0,54,0,0,0,0,0,20,0.5,0,5,3
Projection.Suzhou.LotusBowl,Suzhou,Projection,0,0,0,0,0,1,0,0,0,2,1,34,1,0,0,0,0,20,1,3,5,3
Projection.Suzhou.LotusBowl,Suzhou,Projection,0,0,0,0,1,1,0,0,0,1,1,44,0,0,0,0,0,20,0.5,0,5,3
Projection.Suzhou.LotusBowl,Suzhou,Projection,0,0,0,0,0,1,0,0,0,2,0,24,0,0,0,0,0,20,0.5,0,5,3
Projection.Suzhou.LotusBowl,Suzhou,Projection,0,0,0,0,1,1,0,0,0,1,0,24,0,0,0,0,0,20,0.5,0,5,3
Projection.Suzhou.LotusBowl,Suzhou,Projection,1,0,0,0,0,1,0,0,0,2,1,24,1,0,0,0,0,20,2,4,5,3
Projection.Suzhou.LotusBowl,Suzhou,Projection,1,0,0,0,1,1,0,0,0,1,1,44,0,0,0,1,0,20,3,4,5,3
Projection.Suzhou.LotusBowl,Suzhou,Projection,0,0,0,0,1,1,0,0,0,1,1,24,0,0,0,0,0,20,0.5,0,5,3
Projection.Suzhou.LotusBowl,Suzhou,Projection,0,0,0,0,0,1,1,0,1,2,0,17,0,0,0,0,0,20,0.5,0,5,3
Projection.Suzhou.LotusBowl,Suzhou,Projection,0,0,0,0,1,1,0,0,0,1,1,34,0,0,1,0,0,20,0.5,1,5,3
Projection.Suzhou.LotusBowl,Suzhou,Projection,1,0,0,0,0,1,1,0,1,2,1,44,1,1,0,0,0,20,2,4,5,3
Projection.Suzhou.LotusBowl,Suzhou,Projection,1,1,1,0,0,1,0,0,0,2,0,24,1,0,0,0,0,20,2,5,5,3
Projection.Suzhou.LotusBowl,Suzhou,Projection,1,1,0,0,0,1,0,0,1,3,0,44,1,1,0,0,0,20,3,5,5,3
Projection.Suzhou.LotusBowl,Suzhou,Projection,0,0,1,0,0,1,0,0,0,2,1,44,1,0,1,0,0,20,3,5,5,3
Projection.Suzhou.LotusBowl,Suzhou,Projection,0,0,0,0,0,1,0,0,0,2,1,24,0,0,0,0,0,20,0.5,1,5,3
Projection.Suzhou.LotusBowl,Suzhou,Projection,0,0,0,0,0,1,0,1,1,2,0,12,0,0,0,0,0,20,0.5,0,5,3
Projection.Suzhou.LotusBowl,Suzhou,Projection,0,0,0,0,0,1,0,0,0,2,0,24,1,0,0,0,0,20,0.5,2,5,3
Projection.Suzhou.LotusBowl,Suzhou,Projection,0,0,0,0,1,1,0,0,0,1,0,44,0,0,0,0,0,20,0.5,0,5,3
i3D.Suzhou.Collection,Suzhou,i3D,0,0,0,0,1,1,0,0,0,1,1,24,0,0,0,0,0,20,0.5,0,5,4
i3D.Suzhou.Collection,Suzhou,i3D,0,0,0,0,0,1,0,0,0,2,1,64,1,0,0,0,0,20,1,3,5,4
i3D.Suzhou.Collection,Suzhou,i3D,0,0,0,0,1,1,0,0,0,1,0,34,0,0,0,0,0,20,0.5,0,5,4
i3D.Suzhou.Collection,Suzhou,i3D,0,0,0,0,1,1,0,0,0,1,1,44,0,0,0,0,0,20,0.5,1,5,4
i3D.Suzhou.Collection,Suzhou,i3D,0,0,0,0,0,1,0,1,1,3,0,12,0,0,0,0,0,20,0.5,1,5,4
i3D.Suzhou.Collection,Suzhou,i3D,0,0,0,0,1,1,0,0,0,1,0,34,0,0,0,0,0,20,0.5,2,5,4
i3D.Suzhou.Collection,Suzhou,i3D,0,0,0,0,0,1,0,0,0,2,0,44,0,0,0,0,0,20,0.5,0,5,4
i3D.Suzhou.Collection,Suzhou,i3D,0,0,0,0,0,1,0,1,1,3,0,12,1,1,0,0,0,20,2,3,5,4
i3D.Suzhou.Collection,Suzhou,i3D,0,0,0,0,1,1,0,0,0,1,0,34,0,0,0,0,0,20,1,2,5,4
i3D.Suzhou.Collection,Suzhou,i3D,0,0,0,0,0,1,0,0,0,2,1,34,0,0,0,0,0,20,0.5,0,5,4
i3D.Suzhou.Collection,Suzhou,i3D,0,0,0,0,0,1,0,1,1,3,0,12,0,0,0,0,0,20,0.5,1,5,4
i3D.Suzhou.Collection,Suzhou,i3D,0,0,0,0,0,1,0,1,1,3,1,12,0,0,0,0,0,20,1,2,5,4
i3D.Suzhou.Collection,Suzhou,i3D,0,1,0,0,0,1,0,0,0,2,0,24,1,0,0,0,0,20,2,5,5,4
i3D.Suzhou.Collection,Suzhou,i3D,0,0,1,0,1,1,0,0,0,1,0,44,0,0,0,0,0,20,1,1,5,4
i3D.Suzhou.Collection,Suzhou,i3D,0,0,0,0,1,1,0,0,0,1,0,34,0,0,0,0,0,20,0.5,0,5,4
i3D.Suzhou.Collection,Suzhou,i3D,0,0,0,0,1,1,0,0,0,1,0,44,0,0,0,0,0,20,0.5,0,5,4
i3D.Suzhou.Collection,Suzhou,i3D,0,0,0,0,0,1,0,0,0,2,1,34,0,0,0,0,0,20,0.5,0,5,4
i3D.Suzhou.Collection,Suzhou,i3D,0,0,0,0,0,1,0,1,1,3,0,12,0,0,0,0,0,20,1,3,5,4
i3D.Suzhou.Collection,Suzhou,i3D,0,0,0,0,1,1,0,0,0,1,1,64,0,0,0,0,0,20,2,4,5,4
i3D.Suzhou.Collection,Suzhou,i3D,0,0,0,0,1,1,0,0,0,1,0,34,0,0,0,0,0,20,0.5,0,5,4
i3D.Suzhou.Collection,Suzhou,i3D,0,0,0,0,0,1,0,1,1,3,0,12,0,0,0,0,0,20,0.5,2,5,4
i3D.Suzhou.Collection,Suzhou,i3D,0,0,0,0,1,1,0,0,0,1,1,34,0,0,0,0,0,20,1,0,5,4
i3D.Suzhou.Collection,Suzhou,i3D,0,0,0,0,0,1,0,1,1,3,0,34,0,0,0,0,0,20,1,2,5,4
i2D.Tianjin.Painting,Tianjin,i2D,0,0,0,0,0,1,0,0,0,2,1,24,0,0,0,0,0,5,0.5,2,4,3
i2D.Tianjin.Painting,Tianjin,i2D,0,0,0,0,0,1,0,0,0,2,0,24,0,0,0,0,0,5,0.5,1,4,3
i2D.Tianjin.Painting,Tianjin,i2D,0,1,0,0,1,1,0,0,0,1,1,24,0,0,0,0,0,5,1,4,4,3
i2D.Tianjin.Painting,Tianjin,i2D,0,0,1,0,0,1,0,1,1,2,0,12,0,0,0,0,0,5,1,3,4,3
i2D.Tianjin.Painting,Tianjin,i2D,0,0,0,0,0,1,0,1,1,3,1,12,1,0,0,0,0,5,1,2,4,3
i2D.Tianjin.Painting,Tianjin,i2D,0,0,0,0,0,1,0,0,0,2,1,24,0,0,0,0,0,5,0.5,2,4,3
i2D.Tianjin.Painting,Tianjin,i2D,0,0,0,0,0,1,0,0,0,2,1,54,0,0,0,0,0,5,1,3,4,3
i2D.Tianjin.Painting,Tianjin,i2D,0,0,0,0,1,1,0,0,0,1,0,44,0,0,0,0,0,5,2,4,4,3
i2D.Tianjin.Painting,Tianjin,i2D,0,0,0,0,0,1,0,1,1,3,0,12,0,1,0,0,0,5,1,4,4,3
i2D.Tianjin.Painting,Tianjin,i2D,0,0,0,0,0,1,0,0,1,3,1,24,1,0,0,0,0,5,3,5,4,3
i2D.Tianjin.Painting,Tianjin,i2D,0,0,0,0,0,1,0,1,1,2,0,12,0,0,0,0,0,5,2,3,4,3
